avg_home_runs,std_home_runs,avg_away_runs,std_away_runs,games,game_month
4.0916905444126073,2.8763132445847326,4.3954154727793675,3.102387227268836,349,2016-04-01 00:00:00.000000
4.38151658767772,3.1927678925406844,4.4218009478673,2.8363602145526992,422,2016-05-01 00:00:00.000000
4.827250608272502,3.1633321398939787,4.6569343065693349,3.1702226348019202,411,2016-06-01 00:00:00.000000
4.60313315926893,3.0526257859469892,4.1018276762402106,3.0805200828265988,383,2016-07-01 00:00:00.000000
4.8266033254156806,3.2536946189258455,4.4109263657957225,3.1869935596619889,421,2016-08-01 00:00:00.000000
4.4143920595533466,3.1154392158407584,4.60297766749379,3.2881804109450741,403,2016-09-01 00:00:00.000000
4.4358974358974361,2.770092833280728,3.4615384615384612,2.2693165426731907,39,2016-10-01 00:00:00.000000
